create_time,count_long_short_ratio,count_toptrader_long_short_ratio,sum_open_interest,sum_open_interest_value,sum_taker_long_short_vol_ratio,sum_toptrader_long_short_ratio
2022-01-01 23:55:00,,,99882.574,44401147.24571303,,
2022-01-02 23:55:00,,,97245.307,43526999.4132,,
2022-01-03 23:55:00,,,96322.536,41838544.08390125,,
2022-01-04 23:55:00,,,93171.377,39788862.67776268,,
2022-01-05 23:55:00,,,95981.713,38473309.83892,,
2022-01-06 23:55:00,,,97442.258,38965210.12904,,
2022-01-07 23:55:00,,,101725.965,39178173.0855888,,
2022-01-08 23:55:00,,,100937.935,37712431.2747,,
2022-01-09 23:55:00,,,99068.699,37304832.1587905,,
2022-01-10 23:55:00,,,104427.581,37954304.61400873,,
2022-01-11 23:55:00,,,106215.803,39206377.20336,,
2022-01-12 23:55:00,,,107215.675,41099687.94037252,,
2022-01-13 23:55:00,,,115633.275,43519739.379,,
2022-01-14 23:55:00,,,116356.769,44884623.64175,,
2022-01-15 23:55:00,,,114247.702,44645716.98756,,
2022-01-16 23:55:00,,,113944.132,44218487.04642853,,
2022-01-17 23:55:00,,,116752.669,44417385.39436,,
2022-01-18 23:55:00,,,118928.375,45378310.765,,
2022-01-19 23:55:00,3.1966089466089467,,114327.041,42235838.75663,,
2022-01-20 23:55:00,4.000432713111207,,117061.26,41783444.98248565,,
2022-01-21 23:55:00,3.4712475633528266,,115843.165,36349995.08475642,,
2022-01-22 23:55:00,2.6782982791587,,100816.049,29337470.259,,
2022-01-23 23:55:00,2.159125188536953,,110849.024,33473181.02234456,,
2022-01-24 23:55:00,2.2338709677419355,,113897.037,33334631.27483747,,
2022-01-25 23:55:00,1.7627599243856333,,115728.512,33786881.4629603,,
2022-01-26 23:55:00,2.379515512112197,,114546.884,33060080.26282626,,
2022-01-27 23:55:00,2.335943940643034,,114415.235,33100151.52402179,,
2022-01-28 23:55:00,2.1127450980392157,,113548.85,33694485.749,,
2022-01-29 23:55:00,1.8574766355140186,,113404.203,33839213.19869854,,
2022-01-30 23:55:00,2.27093786,2.28640777,124011.899,35958490.23404,0.85510662,0.8571371
2022-01-31 23:55:00,2.0960210457086483,,131751.795,37594057.1853,,
2022-02-01 23:55:00,2.1207177814029365,,127085.434,36583129.81455962,,
2022-02-02 23:55:00,2.18200620475698,,127957.013,35455608.73217,,
2022-02-03 23:55:00,2.240164214847759,,140320.886,39235122.93446,,
2022-02-04 23:55:00,2.212326193160466,,127187.727,38970302.06830317,,
2022-02-05 23:55:00,1.7651747394236665,,132929.366,42585251.69176,,
2022-02-06 23:55:00,2.032781345049003,,125522.557,40784789.22044,,
2022-02-07 23:55:00,1.6012470308788598,,124863.423,42872159.73263785,,
2022-02-08 23:55:00,1.812316715542522,,119959.372,40303949.80456,,
2022-02-09 23:55:00,1.689111747851003,,119936.668,41514674.89210827,,
2022-02-10 23:55:00,1.6251851851851853,,126523.269,43078851.20652465,,
2022-02-11 23:55:00,2.355359765051395,,120536.8,38606873.52934919,,
2022-02-12 23:55:00,1.6413442530358655,,124099.051,40807490.94033,,
2022-02-13 23:55:00,1.5151212196950763,,131199.622,43949137.02869969,,
2022-02-14 23:55:00,1.347987904163759,,124852.905,41324498.99546049,,
2022-02-15 23:55:00,1.559230588787239,,123189.683,42218031.96516644,,
2022-02-16 23:55:00,1.734951947395043,,126003.047,42153974.60935292,,
2022-02-17 23:55:00,2.220631304913765,,125159.927,39077432.40794,,
2022-02-18 23:55:00,2.209672386895476,,121304.711,37646605.85767917,,
2022-02-19 23:55:00,2.5693215339233038,,126718.013,39517584.07657951,,
2022-02-20 23:55:00,2.490466798159106,,129000.614,38973100.36160012,,
2022-02-21 23:55:00,2.487813250944044,,139185.685,39373210.54336628,,
2022-02-22 23:55:00,2.4835398230088495,,141647.855,41614922.61048312,,
2022-02-23 23:55:00,2.1894803548795942,,138472.922,40002057.70736,,
2022-02-24 23:55:00,1.764979639325189,,146681.41,44085917.63363943,,
2022-02-25 23:55:00,1.6557146868857062,,141737.806,43783584.09937657,,
2022-02-26 23:55:00,1.5841638981173864,,132330.877,41524111.9439977,,
2022-02-27 23:55:00,1.8020214030915576,,137985.31,41968230.64698793,,
2022-02-28 23:55:00,1.2566544566544566,,140748.297,47490406.71792939,,
2022-03-01 23:55:00,1.6405541561712846,,143853.889,47185514.13089,,
2022-03-02 23:55:00,1.7333877995642701,,146552.72,46911525.672,,
2022-03-03 23:55:00,1.9105861244019138,,146319.508,46097960.9954,,
2022-03-04 23:55:00,2.2839931153184163,,143005.247,41432910.21331,,
2022-03-05 23:55:00,2.495858840475333,,151555.72,44599646.22672106,,
2022-03-06 23:55:00,2.518761384335155,,149380.834,42061300.36550609,,
2022-03-07 23:55:00,2.212905236907731,,0.0,0.0,,
2022-03-08 23:55:00,2.012367491166078,,151028.94,42946307.5674597,,
2022-03-09 23:55:00,1.3094548962855765,,144673.006,44539031.62716,,
2022-03-10 23:55:00,2.1377487562189055,,138538.398,40091626.99722,,
2022-03-11 23:55:00,2.517730496453901,,141115.745,40568996.24990154,,
2022-03-12 23:55:00,2.4918140144073346,,142352.355,41447863.19610545,,
2022-03-13 23:55:00,2.5310225303292895,,143655.839,40242310.17907,,
2022-03-14 23:55:00,2.541121181604565,,147043.659,42546989.72653569,,
2022-03-15 23:55:00,2.16736,,151153.334,43699940.39274,,
2022-03-16 23:55:00,1.6684767076307516,,145493.341,43592536.92698236,,
2022-03-17 23:55:00,1.632931305715784,,145536.569,43090467.34952,,
2022-03-18 23:55:00,1.3766899766899767,,150127.065,45870230.84141756,,
2022-03-19 23:55:00,1.0661023780733576,,160712.029,52677833.73703528,,
2022-03-20 23:55:00,0.9812792511700468,,161115.034,52607280.90168,,
2022-03-21 23:55:00,0.9016707274625827,,174267.12,58404036.39276142,,
2022-03-22 23:55:00,0.6363636363636364,,206658.097,77620781.2332,,
2022-03-23 23:55:00,1.1846571622539035,,174548.833,63637222.18034204,,
2022-03-24 23:55:00,1.1327589238614384,,164172.491,60055771.7016855,,
2022-03-25 23:55:00,1.029274207517755,,166238.973,60613668.10560447,,
2022-03-26 23:55:00,1.1993458426579446,,165055.23,59748710.16190579,,
2022-03-27 23:55:00,1.0618219390390908,,157514.114,59333991.60266,,
2022-03-28 23:55:00,1.1307832422586521,,158628.473,57954912.61055,,
2022-03-29 23:55:00,1.1628035320088301,,159503.982,59608559.63063147,,
2022-03-30 23:55:00,1.103236018290538,,144087.704,54716666.3431377,,
2022-03-31 23:55:00,0.9025522041763341,,133104.481,51057547.86679,,
2022-04-01 23:55:00,1.0377029149938908,,111832.094,42089126.89784,,
2022-04-02 23:55:00,1.2911414263512346,,113792.638,42380368.30360412,,
2022-04-03 23:55:00,1.3878923766816142,,109616.132,41505524.70766305,,
2022-04-04 23:55:00,1.1816452686638137,,110065.869,41366055.54627,,
2022-04-05 23:55:00,1.3498092265001733,,106900.726,39090388.47642,,
2022-04-06 23:55:00,1.6077526534379327,,107520.662,35456088.27206356,,
2022-04-07 23:55:00,2.0189955763726255,,109995.661,37028688.48273474,,
2022-04-08 23:55:00,2.3292181069958846,,103353.406,33360412.38868,,
2022-04-09 23:55:00,2.5351480705952736,,107084.887,34904318.91765,,
2022-04-10 23:55:00,2.4262726740784086,,106465.064,34118859.06008,,
2022-04-11 23:55:00,2.5017713365539453,,116745.379,34354662.67833,,
2022-04-12 23:55:00,2.7376992376992377,,116979.926,35652960.45837654,,
2022-04-13 23:55:00,0.8105607582082817,,165131.355,56369239.3428,,
2022-04-14 23:55:00,0.9734526042418121,,146193.06,49296299.832,,
2022-04-15 23:55:00,0.8752520500067213,,144474.924,49204419.72050833,,
2022-04-16 23:55:00,0.8060401877030442,,149965.637,51409630.73342904,,
2022-04-17 23:55:00,0.9365013199944421,,149595.498,49055355.70416,,
2022-04-18 23:55:00,1.2461276917264827,,124782.159,42446083.65094051,,
2022-04-19 23:55:00,1.4285714285714286,,119577.908,40760521.49996,,
2022-04-20 23:55:00,1.6608251996450754,,112674.408,37202546.76217885,,
2022-04-21 23:55:00,2.351180195739781,,109501.203,34541059.47432,,
2022-04-22 23:55:00,2.1029336078229544,,117196.76,37651803.0852,,
2022-04-23 23:55:00,2.5626635649898226,,115557.923,36079494.71906,,
2022-04-24 23:55:00,2.545826036193812,,115077.246,35356333.06104,,
2022-04-25 23:55:00,2.1255581822957708,,118350.836,37209769.26270095,,
2022-04-26 23:55:00,2.3686746987951808,,117658.915,34674294.23656716,,
2022-04-27 23:55:00,1.8764318791128443,,114860.874,35309381.27634,,
2022-04-28 23:55:00,1.9584739164287568,,112330.708,34422539.36055514,,
2022-04-29 23:55:00,2.408011869436202,,115531.813,33969818.97639,,
2022-04-30 23:55:00,2.3841899804814575,,122274.68,34048607.3928,,
2022-05-01 23:55:00,2.118771726535342,,125857.622,35759926.13886,,
2022-05-02 23:55:00,1.8702271025705017,,127225.818,36232890.70822463,,
2022-05-03 23:55:00,1.9832344596337375,,124267.344,34704141.15888,,
2022-05-04 23:55:00,1.9597333333333333,,125622.934,37663011.84254,,
2022-05-05 23:55:00,2.5028006589785834,,122125.431,33874987.65651608,,
2022-05-06 23:55:00,2.3436923076923075,,124987.168,34351473.25312,,
2022-05-07 23:55:00,2.395443196004994,,124550.98,33453147.7182,,
2022-05-08 23:55:00,2.5858753315649867,,123845.537,32291485.31738,,
2022-05-09 23:55:00,2.5279433681073025,,120480.96,26825248.10173208,0.8922337722,
2022-05-10 23:55:00,2.0009590792838874,,105791.311,24570031.97975,,
2022-05-11 23:55:00,2.0536193029490617,,102599.416,19923800.06948714,0.8353949067,
2022-05-12 23:55:00,1.3923330338424678,,137220.947,26758084.665,0.6301940575,
2022-05-13 23:55:00,1.33121387283237,,96353.23,19427701.7649,0.9478414747,
2022-05-14 23:55:00,1.3916083916083917,,125000.174,26405036.75576,0.6505883469,
2022-05-15 23:55:00,1.384843581445523,,124680.183,26705248.39677,0.7432843371,
2022-05-16 23:55:00,1.5053490990990992,,124175.904,24450235.4976,0.9216225197,
2022-05-17 23:55:00,1.3151677852348993,,130570.925,26998467.84131052,1.3932874759,
2022-05-18 23:55:00,1.8036828963795255,,135378.027,25475536.05106079,0.5243198004,
2022-05-19 23:55:00,1.682574568288854,,135146.148,26530209.65179969,0.5345999113,
2022-05-20 23:55:00,1.8229712041884816,,133220.346,25379808.11646,0.7578659829,
2022-05-21 23:55:00,1.8880645161290324,,132816.204,25507351.9782,0.6279508103,
2022-05-22 23:55:00,1.5480406386066763,,136842.247,27231607.153,0.3087355103,
2022-05-23 23:55:00,2.024188204108681,,132177.049,25344731.56778787,0.6099424373,
2022-05-24 23:55:00,1.8344086021505377,,136316.5,26690770.7,1.5662983715,
2022-05-25 23:55:00,1.7043805428648213,,146155.899,27776928.60495,0.6005320426,
2022-05-26 23:55:00,2.1537351136773726,,141576.977,25618353.98815,1.2042645126,
2022-05-27 23:55:00,2.368519909842224,2.44921514312096,141503.424,24607402.82408897,0.9033790853,0.8139037582
2022-05-28 23:55:00,1.921968787515006,2.1376404494382024,141844.235,25398628.7191,0.9173208028,0.8260053208
2022-05-29 23:55:00,1.7370413511939429,1.9036731634182908,146194.679,27028472.25352,4.1790784896,0.8513307216
2022-05-30 23:55:00,1.7318055125425829,1.8063902624572081,143696.863,28278105.66977,2.2103472302,0.8718957192
2022-05-31 23:55:00,1.43224043715847,1.5443131462333826,152217.968,30915126.56377889,0.4781637989,0.7943475675
2022-06-01 23:55:00,1.9559393725766654,2.116331096196868,154339.947,28670188.55472,0.3057993186,0.7999329471
2022-06-02 23:55:00,1.7119416590701915,1.8173302107728337,161762.744,30539188.43976,0.4011420247,0.7809702101
2022-06-03 23:55:00,2.049002450122506,2.0410607356715142,151233.633,27712050.91092,0.9505998179,0.7624033912
2022-06-04 23:55:00,1.850827067669173,1.7847432024169185,153150.611,28875016.19794,1.8290947386,0.7884685346
2022-06-05 23:55:00,2.2072678331090176,2.0977198697068404,159968.473,28745461.50137216,0.943066522,0.8813523203
2022-06-06 23:55:00,1.9502423263327948,1.878222927409758,150400.72,27949213.67753865,1.8834904678,0.9055638422
2022-06-07 23:55:00,1.6169429097605894,1.7196554424432262,148831.333,27094030.24065211,1.4311234767,0.8991889227
2022-06-08 23:55:00,2.0085616438356166,2.067685589519651,146796.743,25944856.35782,1.4356696339,0.9096374332
2022-06-09 23:55:00,2.1499482936918306,2.102409638554217,149382.046,26198623.22748,0.9112977457,0.9207022808
2022-06-10 23:55:00,2.064755838641189,2.057541412380122,144310.921,24211803.8963519,1.3438171115,0.9146927514
2022-06-11 23:55:00,1.9917043740573153,2.0123739688359303,147029.103,22982119.08993,0.3572209643,0.9279966984
2022-06-12 23:55:00,1.841198501872659,1.9158964879852125,141103.965,20613415.36658113,0.6315175999,0.9412692555
2022-06-13 23:55:00,1.8576242628475148,1.9384376616658046,158039.24,19995124.6448,0.6510818851,0.8996906458
2022-06-14 23:55:00,1.88463123197363,1.9027568922305764,148245.573,18775301.82045,1.2000421052,0.9079178151
2022-06-15 23:55:00,1.6375192604006163,1.6690716690716692,147105.957,18715763.11941536,1.2776913857,0.955396312
2022-06-16 23:55:00,1.8872340425531915,1.842566943674977,179573.127,19650687.28761,0.3191148177,0.9744663754
2022-06-17 23:55:00,1.126890359168242,1.1588559614059268,195471.801,23683363.40916,0.9738078171,0.9883366135
2022-06-18 23:55:00,1.3150297197848855,1.3847711624139327,206521.019,24022476.7962261,0.5098570028,1.0430823176
2022-06-19 23:55:00,1.568504456916474,1.5377358490566038,208340.012,25072815.44852227,2.2738102389,0.9930232094
2022-06-20 23:55:00,1.7453900709219858,1.7510959571358986,214038.733,25505147.1055634,0.6841231335,0.9942966486
2022-06-21 23:55:00,2.1158232359230222,1.9155534351145038,226887.812,26996236.78380077,1.1820328936,0.9874181188
2022-06-22 23:55:00,2.2205607476635514,2.024066797642436,235394.636,26588193.81406005,1.0540801193,0.9791257931
2022-06-23 23:55:00,2.1478454680534917,2.0631364562118124,241821.857,27991364.53940568,2.4148105767,0.9915348084
2022-06-24 23:55:00,3.1277219430485763,,292786.383,33452223.29039752,0.3497108686,
2022-06-25 23:55:00,2.8430296377607025,,294558.913,33942023.54499,1.0761488131,
2022-06-26 23:55:00,3.242538723082735,,309817.452,34924738.21404322,0.7063429045,
2022-06-27 23:55:00,3.567629179331307,,353269.752,39333054.18768,0.9381582164,
2022-06-28 23:55:00,3.035455585207777,,421966.59,43487876.7654,1.4512012239,
2022-06-29 23:55:00,2.655783258075721,,427262.714,44579505.62648296,1.5031687989,
2022-06-30 23:55:00,2.4930678990401707,,421468.092,43368867.88558909,0.8945222611,
2022-07-01 23:55:00,2.3351648351648353,,423820.449,42767721.50859,0.4400397927,
2022-07-02 23:55:00,1.7865519937451133,,426741.937,45487390.72350925,0.9887147738,
2022-07-03 23:55:00,2.097668557025835,,398058.426,42033592.46762078,0.2331841791,
2022-07-04 23:55:00,1.934926576446876,,403646.951,43734228.14169078,0.777294655,
2022-07-05 23:55:00,2.3586497890295357,,384194.799,39948575.20002,0.5200831694,
2022-07-06 23:55:00,2.1973813420621933,,416497.077,44103750.2981555,1.0099674198,
2022-07-07 23:55:00,2.0040662213186176,,399273.124,44550895.17592,0.9398071358,
2022-07-08 23:55:00,2.128958537381652,,379602.023,41281720.00125,0.6610572039,
2022-07-09 23:55:00,2.1006369426751594,,383535.954,42748917.43284,0.8056026115,
2022-07-10 23:55:00,2.41455223880597,,380689.787,40729875.95500418,0.6658623826,
2022-07-11 23:55:00,2.7137724550898206,,393710.813,39050423.62284274,0.348859935,
2022-07-12 23:55:00,2.565780014378145,,441260.747,42851519.69326484,0.4782280639,
2022-07-13 23:55:00,2.3217803721269608,,434792.396,44413164.49683637,1.00458356,
2022-07-14 23:55:00,2.1325301204819276,,395967.291,40721493.4697329,0.325805522,
2022-07-15 23:55:00,1.7430471584038694,,357737.671,37941657.38626,2.6263628018,
2022-07-16 23:55:00,1.6010230179028133,,354581.023,38883354.98218,1.3418104909,
2022-07-17 23:55:00,1.6126574860826253,,356805.727,39262902.19908,0.7663598845,
2022-07-18 23:55:00,1.4799166914608748,,333785.05,40534856.472,0.8667610244,
2022-07-19 23:55:00,1.3881669892175836,,305952.688,39278536.25428326,0.8330680373,
2022-07-20 23:55:00,1.5778210116731517,,283875.449,34539619.59884965,0.3300037483,
2022-07-21 23:55:00,1.558972827709764,,284532.971,34863145.13045569,0.4255528986,
2022-07-22 23:55:00,1.5519925280199254,,287729.299,35536549.51177865,2.12470255,
2022-07-23 23:55:00,1.6147227533460804,,286817.478,35161280.76530606,1.0743600621,
2022-07-24 23:55:00,1.1012325722368155,,336579.21,44603476.9092,0.9889030551,
2022-07-25 23:55:00,1.7728,,300562.824,35610683.38752,1.0359448967,
2022-07-26 23:55:00,1.6484141232794733,,303171.489,35947043.45073,1.2244682598,
2022-07-27 23:55:00,1.4625076828518746,,278669.151,35429424.71735495,1.1265437087,
2022-07-28 23:55:00,0.9300542360201982,,362199.995,55934545.22785,0.6065336215,
2022-07-29 23:55:00,1.3601663812087106,,412067.613,62293324.27406506,1.5374144047,
2022-07-30 23:55:00,1.6165021929824561,,431930.007,62629851.015,1.1025198198,
2022-07-31 23:55:00,1.9204834605597965,,421751.322,58779481.74714,0.7214927914,
2022-08-01 23:55:00,2.136852394916911,,404353.978,55821328.17074819,0.6684656991,
2022-08-02 23:55:00,2.0159642401021713,,393289.098,52618148.42142,0.903000983,
2022-08-03 23:55:00,2.2990388038447844,,389148.546,51970780.08002528,1.2149132193,
2022-08-04 23:55:00,2.4669331395348837,,398369.614,53591790.48710106,1.5538350488,
2022-08-05 23:55:00,2.0654055787111254,,407865.634,57664043.33492,1.5749387661,
2022-08-06 23:55:00,1.8880239520958084,,409595.704,58015135.51456,0.6325229989,
2022-08-07 23:55:00,2.020164986251146,,400793.822,56487881.27268,0.6732829825,
2022-08-08 23:55:00,2.3915971776779985,,384122.745,55044789.3585,0.8525151569,
2022-08-09 23:55:00,2.790789003927169,,412544.408,55537040.90537038,0.528874952,
2022-08-10 23:55:00,1.832112332112332,,379565.375,53837706.01295058,0.7878793905,
2022-08-11 23:55:00,1.7497051886792452,,385380.181,55033342.46651878,0.6309886998,
2022-08-12 23:55:00,2.2377162629757787,,381573.688,54553590.17336,1.564891643,
2022-08-13 23:55:00,2.0437001594896334,,377713.9,54589162.07723804,0.7148385098,
2022-08-14 23:55:00,2.432362698120162,,382779.066,53424474.24162,0.8514137499,
2022-08-15 23:55:00,2.453434016540813,,396471.387,54514815.7125,1.0127666519,
2022-08-16 23:55:00,2.4373665480427045,,401375.36,54803791.6544,0.6893595853,
2022-08-17 23:55:00,2.430298958683238,,414797.272,55275373.80565047,0.7611953222,
2022-08-18 23:55:00,2.5060658578856154,,426243.804,54972663.40188,0.8478596007,
2022-08-19 23:55:00,2.3435897435897437,,440090.049,50218675.49139,1.512186381,
2022-08-20 23:55:00,2.567378640776699,,435886.377,49922066.75781,1.0839936293,
2022-08-21 23:55:00,2.294201351832088,,439328.36,52264672.7653096,0.5992461413,
2022-08-22 23:55:00,2.123046875,,479968.562,58872943.81492,0.883155674,
2022-08-23 23:55:00,0.823449401523395,,561847.247,74921537.22769141,1.4662374038,
2022-08-24 23:55:00,1.213841524573721,,493127.17,64469776.25036388,0.4841580068,
2022-08-25 23:55:00,1.5524118738404453,,464640.168,60575657.16159866,0.8565243174,
2022-08-26 23:55:00,2.2001352265043947,,459238.185,53143042.7682,1.5295797855,
2022-08-27 23:55:00,2.2645536869340233,,450373.991,51912277.59979029,0.979462787,
2022-08-28 23:55:00,2.0778816199376946,,448096.871,50563045.48914852,0.7375343347,
2022-08-29 23:55:00,1.9326080386823814,,442373.516,52828245.28072,0.7829513417,
2022-08-30 23:55:00,2.2726085537055174,,468794.343,53526187.07989046,1.1588325757,
2022-08-31 23:55:00,2.2585929971088983,,457973.517,52650617.65117998,1.1757368872,
2022-09-01 23:55:00,2.3049267643142475,,462982.45,54002272.968,1.0312064821,
2022-09-02 23:55:00,2.1954636424282854,,455440.189,52883180.96895012,1.4953197258,
2022-09-03 23:55:00,2.026339419335528,,463256.642,54492878.79846,1.4354409246,
2022-09-04 23:55:00,1.8936343852013058,,476484.803,56234384.42308755,1.0950426132,
2022-09-05 23:55:00,1.130815544608648,,544929.952,68655937.88357022,0.9718192896,
2022-09-06 23:55:00,2.482086956521739,,484868.769,54312658.84303584,0.779500203,
2022-09-07 23:55:00,1.8243468593663146,,466767.909,55153296.12744,1.1684734722,
2022-09-08 23:55:00,0.6216269841269841,,599209.423,75937810.17679,0.5360196788,
2022-09-09 23:55:00,0.8244263285024155,,534915.158,70876258.435,0.9476477841,
2022-09-10 23:55:00,0.9359541359541359,,517046.753,68570740.38286,2.2081885477,
2022-09-11 23:55:00,1.0960609438870308,,490768.195,63932372.76265,1.3832204269,
2022-09-12 23:55:00,1.5018181818181817,,457414.669,58946522.89135685,2.0616690473,
2022-09-13 23:55:00,2.419621342512909,,429059.361,50367278.38779,0.9472586283,
2022-09-14 23:55:00,2.3110455588331695,,414946.947,49922267.19357,0.9696264679,
2022-09-15 23:55:00,2.074565281461833,,403413.164,47336500.66376,0.4319852912,
2022-09-16 23:55:00,1.9652698048220436,,416353.78,49787112.91301239,0.7378570358,
2022-09-17 23:55:00,1.8424307609572466,,420350.122,51305967.24457613,1.468441352,
2022-09-18 23:55:00,2.470194003527337,,430375.75,48000079.78661593,1.1698048575,
2022-09-19 23:55:00,2.56990774,,437140.509,49020936.67926,1.33809042,
2022-09-20 23:55:00,2.28960155,,437339.938,49384425.79896,0.8509246,
2022-09-21 23:55:00,2.36900107,,428036.135,46677340.52175,1.2978216,
2022-09-22 23:55:00,1.7753036437246963,,422863.081,49301606.61379,0.9380313604,
2022-09-23 23:55:00,1.6293250141803743,,420119.609,50336859.41757957,0.7095048901,
2022-09-24 23:55:00,1.3030440708768742,,446472.536,52460522.98,0.8807535322,
2022-09-25 23:55:00,2.4774362328319164,,440135.198,49924535.50914,1.3248182648,
2022-09-26 23:55:00,2.108314749920357,,429509.171,49933818.07588552,1.7471924747,
2022-09-27 23:55:00,2.4639543183440398,,428167.756,48883266.54599606,1.1113767441,
2022-09-28 23:55:00,2.0492717694453053,,420304.496,47951738.02027077,1.1627934716,
2022-09-29 23:55:00,1.6376772812416376,,422880.741,49377257.88354015,0.9580113285,
2022-09-30 23:55:00,0.7877237851662404,,499145.303,59887016.47219303,0.89605368,
2022-10-01 23:55:00,2.0135236664162286,,454267.741,53256557.01003572,0.9212686971,
2022-10-02 23:55:00,2.418354430379747,,444972.585,50827861.30271054,0.5478704097,
2022-10-03 23:55:00,2.3092905906797268,,444889.069,51687212.03642,0.6307470091,
2022-10-04 23:55:00,1.0731935604642455,,463077.382,56095062.54733685,1.3721875873,
2022-10-05 23:55:00,0.975930735930736,,469536.489,57321014.57712,1.7724134436,
2022-10-06 23:55:00,1.6673170731707316,,450822.938,53345878.25354,2.0518191041,
2022-10-07 23:55:00,2.530402245088868,,452752.855,52828023.97138117,2.4073716327,
2022-10-08 23:55:00,2.2912477823772917,,437294.825,51121422.22371472,0.4906080061,
2022-10-09 23:55:00,2.3684992570579495,,445208.241,52205652.03749098,0.9357004094,
2022-10-10 23:55:00,3.2425127830533236,,453395.443,50576261.66665,0.7955927283,
2022-10-11 23:55:00,3.1844729344729346,,464983.76,51636446.548,0.8728311464,
2022-10-12 23:55:00,2.7174114021571647,,466543.251,52102621.747971,0.7759218639,
2022-10-13 23:55:00,2.479173393606716,,442544.954,48147563.68339582,0.7464502405,
2022-10-14 23:55:00,2.516763378465506,,442787.872,47617407.75488,1.3666338905,
2022-10-15 23:55:00,2.407234175241659,,452028.146,48746715.26464,0.9627345877,
2022-10-16 23:55:00,2.0518005540166206,,447750.136,49359974.99264,0.7464124787,
2022-10-17 23:55:00,2.244568408690546,,450153.596,49767134.90866313,0.4785275997,
2022-10-18 23:55:00,2.6052631578947367,,457582.034,49757699.99640048,0.7557424349,
2022-10-19 23:55:00,2.8870036101083034,,462955.773,49014410.18148104,1.0407297677,
2022-10-20 23:55:00,2.648875461564283,,474237.757,50414171.10933986,1.2636709012,
2022-10-21 23:55:00,2.5054697554697554,,459377.006,49114917.04602934,2.8378233337,
2022-10-22 23:55:00,2.0359297860669225,,455634.299,49465410.54761449,0.3976885678,
2022-10-23 23:55:00,1.903225806451613,,447696.757,49654047.31887,0.9804245026,
2022-10-24 23:55:00,2.1874436767798136,,448335.799,48335082.49019,1.8840232581,
2022-10-25 23:55:00,1.4711024769305487,,425869.847,48039099.53689244,0.5945809173,
