symbol,fundingTime,fundingRate
ZECUSD,1756886400000,-1.35419444444e-07
ZECUSD,1756890000000,3.0944634722222e-05
ZECUSD,1756893600000,-4.980406944444e-06
ZECUSD,1756897200000,-1.4857438888889e-05
ZECUSD,1756900800000,-1.141301388889e-06
ZECUSD,1756904400000,-9.339490277778e-06
ZECUSD,1756908000000,-2.4506493055556e-05
ZECUSD,1756911600000,1.6988506944444e-05
ZECUSD,1756915200000,1.9515079166667e-05
ZECUSD,1756918800000,3.4300872222222e-05
ZECUSD,1756922400000,-7.400875e-07
ZECUSD,1756926000000,9.96126388889e-07
ZECUSD,1756929600000,0.00010470685
ZECUSD,1756933200000,1.7312765277778e-05
ZECUSD,1756936800000,3.7103770833333e-05
ZECUSD,1756940400000,9.968948611111e-06
ZECUSD,1756944000000,4.9546816666667e-05
ZECUSD,1756947600000,5.4851129166667e-05
ZECUSD,1756951200000,3.0667930555556e-05
ZECUSD,1756954800000,1.0414351388889e-05
ZECUSD,1756958400000,1.0063854166667e-05
ZECUSD,1756962000000,-5.600204166667e-06
ZECUSD,1756965600000,7.913188888889e-06
ZECUSD,1756969200000,-2.8471923611111e-05
ZECUSD,1756972800000,-2.5737836111111e-05
ZECUSD,1756976400000,4.346518055556e-06
ZECUSD,1756980000000,6.430816666667e-06
ZECUSD,1756983600000,-3.2051151388889e-05
ZECUSD,1756987200000,-2.8460302777778e-05
ZECUSD,1756990800000,-4.2065326388889e-05
ZECUSD,1756994400000,-1.5003115277778e-05
ZECUSD,1756998000000,-2.8481761111111e-05
ZECUSD,1757001600000,-2.8697743055556e-05
ZECUSD,1757005200000,-4.3875795833333e-05
ZECUSD,1757008800000,-1.6598711111111e-05
ZECUSD,1757012400000,-3.0059301388889e-05
ZECUSD,1757016000000,-2.9407105555556e-05
ZECUSD,1757019600000,1.2810347222222e-05
ZECUSD,1757023200000,1.7111961111111e-05
ZECUSD,1757026800000,-1.3432875e-05
ZECUSD,1757030400000,1.5137802777778e-05
ZECUSD,1757034000000,3.3875102777778e-05
ZECUSD,1757037600000,8.328575e-06
ZECUSD,1757041200000,0.000131779393055556
ZECUSD,1757044800000,2.09892875e-05
ZECUSD,1757048400000,3.1642847222222e-05
ZECUSD,1757052000000,1.0072098611111e-05
ZECUSD,1757055600000,-6.5212625e-06
ZECUSD,1757059200000,7.7125745833333e-05
ZECUSD,1757062800000,9.7831483333333e-05
ZECUSD,1757066400000,1.2807738888889e-05
ZECUSD,1757070000000,-5.798558333333e-06
ZECUSD,1757073600000,-2.2410902777778e-05
ZECUSD,1757077200000,-3.2627755555556e-05
ZECUSD,1757080800000,2.24384e-05
ZECUSD,1757084400000,-5.6144234722222e-05
ZECUSD,1757088000000,-8.2465102777778e-05
ZECUSD,1757091600000,-1.9707056944444e-05
ZECUSD,1757095200000,-7.6585786111111e-05
ZECUSD,1757098800000,-6.48520125e-05
ZECUSD,1757102400000,-5.8491276388889e-05
ZECUSD,1757106000000,-5.6345186111111e-05
ZECUSD,1757109600000,-7.0731338888889e-05
ZECUSD,1757113200000,-0.000191726277777778
ZECUSD,1757116800000,-0.000151532618055556
ZECUSD,1757120400000,-7.9337693055556e-05
ZECUSD,1757124000000,-5.7818904166667e-05
ZECUSD,1757127600000,-5.5134059722222e-05
ZECUSD,1757131200000,-3.86458625e-05
ZECUSD,1757134800000,-3.4507526388889e-05
ZECUSD,1757138400000,-9.498130555556e-06
ZECUSD,1757142000000,2.0263647222222e-05
ZECUSD,1757145600000,-3.597604166667e-06
ZECUSD,1757149200000,-4.5133529166667e-05
ZECUSD,1757152800000,-5.294869444444e-06
ZECUSD,1757156400000,2.8116919444444e-05
ZECUSD,1757160000000,-1.459977777778e-06
ZECUSD,1757163600000,4.849680555556e-06
ZECUSD,1757167200000,6.6989580555556e-05
ZECUSD,1757170800000,-4.114544444444e-06
ZECUSD,1757174400000,-2.4538980555556e-05
ZECUSD,1757178000000,-2.6423251388889e-05
ZECUSD,1757181600000,-4.2777772222222e-05
ZECUSD,1757185200000,-3.25605e-05
ZECUSD,1757188800000,-5.4509145833333e-05
ZECUSD,1757192400000,-3.9699084722222e-05
ZECUSD,1757196000000,-0.000114988575
ZECUSD,1757199600000,0.000115413543055556
ZECUSD,1757203200000,-0.000148928333333333
ZECUSD,1757206800000,4.2924766666667e-05
ZECUSD,1757210400000,7.4649315277778e-05
ZECUSD,1757214000000,6.6681930555556e-05
ZECUSD,1757217600000,1.1314e-05
ZECUSD,1757221200000,-1.5732136111111e-05
ZECUSD,1757224800000,-2.6386720833333e-05
ZECUSD,1757228400000,-3.4625754166667e-05
ZECUSD,1757232000000,-3.0129395833333e-05
ZECUSD,1757235600000,-2.4193133333333e-05
ZECUSD,1757239200000,-5.1971540277778e-05
ZECUSD,1757242800000,-5.2019790277778e-05
ZECUSD,1757246400000,-4.8860744444444e-05
ZECUSD,1757250000000,-1.1547713888889e-05
ZECUSD,1757253600000,2.4368548611111e-05
ZECUSD,1757257200000,2.6119905555556e-05
ZECUSD,1757260800000,2.8248179166667e-05
ZECUSD,1757264400000,-8.51340277778e-07
ZECUSD,1757268000000,7.6767434722222e-05
ZECUSD,1757271600000,-1.7588616666667e-05
ZECUSD,1757275200000,-7.248143055556e-06
ZECUSD,1757278800000,8.382302777778e-06
ZECUSD,1757282400000,-3.008831944444e-06
ZECUSD,1757286000000,-4.469326388889e-06
ZECUSD,1757289600000,5.681630555556e-06
ZECUSD,1757293200000,-1.75734125e-05
ZECUSD,1757296800000,-3.7792856944444e-05
ZECUSD,1757300400000,-0.000128673056944444
ZECUSD,1757304000000,-0.000456746909722222
ZECUSD,1757307600000,-0.000824499252777778
ZECUSD,1757311200000,-3.8560720833333e-05
ZECUSD,1757314800000,-2.2288093055556e-05
ZECUSD,1757318400000,-2.83623375e-05
ZECUSD,1757322000000,-2.1533344444444e-05
ZECUSD,1757325600000,-8.667254166667e-06
ZECUSD,1757329200000,-1.491606944444e-06
ZECUSD,1757332800000,-4.3709997222222e-05
ZECUSD,1757336400000,-1.538519444444e-06
ZECUSD,1757340000000,-6.1005690277778e-05
ZECUSD,1757343600000,-0.0002730473625
ZECUSD,1757347200000,-0.000291336213888889
ZECUSD,1757350800000,-0.000323907690277778
ZECUSD,1757354400000,-0.000172183102777778
ZECUSD,1757358000000,-0.000487901295833333
ZECUSD,1757361600000,-0.000217182948611111
ZECUSD,1757365200000,-6.8815518055556e-05
ZECUSD,1757368800000,-1.2049126388889e-05
ZECUSD,1757372400000,-2.2781518055556e-05
ZECUSD,1757376000000,-2.3607766666667e-05
ZECUSD,1757379600000,1.11921625e-05
ZECUSD,1757383200000,1.4068633333333e-05
ZECUSD,1757386800000,1.7253226388889e-05
ZECUSD,1757390400000,-1.5764138888889e-05
ZECUSD,1757394000000,1.2877131944444e-05
ZECUSD,1757397600000,-1.494276388889e-06
ZECUSD,1757401200000,1.22823125e-05
ZECUSD,1757404800000,1.7135876388889e-05
ZECUSD,1757408400000,-3.8537008333333e-05
ZECUSD,1757412000000,-1.5659691666667e-05
ZECUSD,1757415600000,-1.1932293055556e-05
ZECUSD,1757419200000,1.9857609722222e-05
ZECUSD,1757422800000,-2.6790690277778e-05
ZECUSD,1757426400000,-1.33957e-05
ZECUSD,1757430000000,2.1769898611111e-05
ZECUSD,1757433600000,4.5388729166667e-05
ZECUSD,1757437200000,4.7152123611111e-05
ZECUSD,1757440800000,-3.1179654166667e-05
ZECUSD,1757444400000,-1.4467825e-05
ZECUSD,1757448000000,-8.6917704166667e-05
ZECUSD,1757451600000,-6.0617798611111e-05
ZECUSD,1757455200000,0.000151287083333333
ZECUSD,1757458800000,7.3202480555556e-05
ZECUSD,1757462400000,8.3391961111111e-05
ZECUSD,1757466000000,9.5070254166667e-05
ZECUSD,1757469600000,8.9247134722222e-05
ZECUSD,1757473200000,5.8768233333333e-05
ZECUSD,1757476800000,-1.3117608333333e-05
ZECUSD,1757480400000,-5.5843834722222e-05
ZECUSD,1757484000000,-4.7630138888889e-05
ZECUSD,1757487600000,-1.8192419444444e-05
ZECUSD,1757491200000,4.0461255376344e-05
ZECUSD,1757494800000,-1.5540294354839e-05
ZECUSD,1757498400000,1.9413070987654e-05
ZECUSD,1757502000000,-2.14486375e-05
ZECUSD,1757505600000,-1.8521105555556e-05
ZECUSD,1757509200000,-9.810005555556e-06
ZECUSD,1757512800000,8.27825e-07
ZECUSD,1757516400000,-4.91965e-06
ZECUSD,1757520000000,-4.6885673611111e-05
ZECUSD,1757523600000,-8.5914006944444e-05
ZECUSD,1757527200000,-4.8544466666667e-05
ZECUSD,1757530800000,-6.6400322222222e-05
ZECUSD,1757534400000,-2.0923191666667e-05
ZECUSD,1757538000000,-7.4445833333e-08
ZECUSD,1757541600000,-6.889422222222e-06
ZECUSD,1757545200000,7.19633333333e-07
ZECUSD,1757548800000,3.791852777778e-06
ZECUSD,1757552400000,9.999402777778e-06
ZECUSD,1757556000000,1.9349615277778e-05
ZECUSD,1757559600000,5.3373254166667e-05
ZECUSD,1757563200000,8.6854881944444e-05
ZECUSD,1757566800000,6.9726256944444e-05
ZECUSD,1757570400000,3.5487918055556e-05
ZECUSD,1757574000000,1.53216e-05
ZECUSD,1757577600000,-1.100905952381e-05
ZECUSD,1757581200000,3.45345625e-05
ZECUSD,1757584800000,-5.9792125e-06
ZECUSD,1757588400000,1.021725e-05
ZECUSD,1757592000000,7.4984694444444e-05
ZECUSD,1757595600000,5.82879166667e-07
ZECUSD,1757599200000,4.0392940277778e-05
ZECUSD,1757602800000,2.3482691666667e-05
ZECUSD,1757606400000,-3.841469444444e-06
ZECUSD,1757610000000,-5.7568311111111e-05
ZECUSD,1757613600000,-6.6575193055556e-05
ZECUSD,1757617200000,-5.5157190277778e-05
ZECUSD,1757620800000,-7.1452225e-05
ZECUSD,1757624400000,1.4381244444444e-05
ZECUSD,1757628000000,-2.5315265277778e-05
ZECUSD,1757631600000,-9.2562886111111e-05
ZECUSD,1757635200000,-5.7293738888889e-05
ZECUSD,1757638800000,-1.5583916666667e-05
ZECUSD,1757642400000,-5.112765277778e-06
ZECUSD,1757646000000,-2.3432e-05
ZECUSD,1757649600000,7.6470470833333e-05
ZECUSD,1757653200000,4.4981097222222e-05
ZECUSD,1757656800000,5.7350541666667e-05
ZECUSD,1757660400000,3.6811208333333e-05
ZECUSD,1757664000000,-4.0807465277778e-05
ZECUSD,1757667600000,1.6002694444444e-05
ZECUSD,1757671200000,2.3515159722222e-05
ZECUSD,1757674800000,-4.2991318055556e-05
ZECUSD,1757678400000,-8.7170934722222e-05
ZECUSD,1757682000000,-8.4610869444444e-05
ZECUSD,1757685600000,-0.0001101891875
ZECUSD,1757689200000,-0.000127151159722222
ZECUSD,1757692800000,-4.3995256944444e-05
ZECUSD,1757696400000,-3.3629183333333e-05
ZECUSD,1757700000000,3.770988888889e-06
ZECUSD,1757703600000,-1.7193156944444e-05
ZECUSD,1757707200000,-3.9690673611111e-05
ZECUSD,1757710800000,3.0967301388889e-05
ZECUSD,1757714400000,-4.1263063888889e-05
ZECUSD,1757718000000,-8.2932666666667e-05
ZECUSD,1757721600000,-5.7353501388889e-05
ZECUSD,1757725200000,-7.8394765277778e-05
ZECUSD,1757728800000,-5.6404247222222e-05
ZECUSD,1757732400000,-2.4797856944444e-05
ZECUSD,1757736000000,2.92517375e-05
ZECUSD,1757739600000,8.448523611111e-06
ZECUSD,1757743200000,1.1778693055556e-05
ZECUSD,1757746800000,1.3375730555556e-05
ZECUSD,1757750400000,-2.3753943055556e-05
ZECUSD,1757754000000,-2.8200198611111e-05
ZECUSD,1757757600000,-1.9945470833333e-05
ZECUSD,1757761200000,6.546728494624e-06
ZECUSD,1757764800000,-3.7520994623656e-05
ZECUSD,1757768400000,-1.89806e-05
ZECUSD,1757772000000,-2.1917336111111e-05
ZECUSD,1757775600000,3.3830852777778e-05
ZECUSD,1757779200000,1.6914418055556e-05
ZECUSD,1757782800000,-1.9374594444444e-05
ZECUSD,1757786400000,-3.1857336111111e-05
ZECUSD,1757790000000,-4.2632008333333e-05
ZECUSD,1757793600000,-9.59367e-05
ZECUSD,1757797200000,-9.8882756944444e-05
ZECUSD,1757800800000,-8.7397397222222e-05
ZECUSD,1757804400000,-8.3398056944444e-05
ZECUSD,1757808000000,-3.4506276388889e-05
ZECUSD,1757811600000,-3.7253955555556e-05
ZECUSD,1757815200000,-5.0224531944444e-05
ZECUSD,1757818800000,-6.1981441666667e-05
ZECUSD,1757822400000,-3.5385404166667e-05
ZECUSD,1757826000000,-1.589504166667e-06
ZECUSD,1757829600000,2.72104166667e-07
ZECUSD,1757833200000,1.1630369444444e-05
ZECUSD,1757836800000,2.55990277778e-07
ZECUSD,1757840400000,4.651143055556e-06
ZECUSD,1757844000000,-5.3716623611111e-05
ZECUSD,1757847600000,-6.0363440277778e-05
ZECUSD,1757851200000,6.0357559722222e-05
ZECUSD,1757854800000,5.2177994444444e-05
ZECUSD,1757858400000,6.8001843055556e-05
ZECUSD,1757862000000,0.000164540698611111
ZECUSD,1757865600000,0.000228410856944444
ZECUSD,1757869200000,5.4597275e-05
ZECUSD,1757872800000,3.5028579166667e-05
ZECUSD,1757876400000,0.00037348445
ZECUSD,1757880000000,0.000200124068055556
ZECUSD,1757883600000,0.000793639056944444
ZECUSD,1757887200000,0.0025
ZECUSD,1757890800000,0.0014280741625
ZECUSD,1757894400000,0.001748432690277778
ZECUSD,1757898000000,0.0018112592875
ZECUSD,1757901600000,0.001597457731944444
ZECUSD,1757905200000,0.0014020161375
ZECUSD,1757908800000,0.000206839722222222
ZECUSD,1757912400000,0.0001475614875
ZECUSD,1757916000000,9.4095304166667e-05
ZECUSD,1757919600000,9.0374527777778e-05
ZECUSD,1757923200000,0.000109818491666667
ZECUSD,1757926800000,0.000124550651388889
ZECUSD,1757930400000,9.36951125e-05
ZECUSD,1757934000000,5.380536111111e-06
ZECUSD,1757937600000,-3.1381801388889e-05
ZECUSD,1757941200000,-5.2317477777778e-05
ZECUSD,1757944800000,-2.6527804166667e-05
ZECUSD,1757948400000,3.784756944444e-06
ZECUSD,1757952000000,2.550754166667e-06
ZECUSD,1757955600000,-0.000100188377777778
ZECUSD,1757959200000,-0.000110310441666667
ZECUSD,1757962800000,-5.8914620833333e-05
ZECUSD,1757966400000,-5.1307952777778e-05
ZECUSD,1757970000000,2.38129125e-05
ZECUSD,1757973600000,3.3972426388889e-05
ZECUSD,1757977200000,3.822648611111e-06
ZECUSD,1757980800000,-8.47865277778e-07
ZECUSD,1757984400000,3.0572511111111e-05
ZECUSD,1757988000000,4.7438583333333e-05
ZECUSD,1757991600000,2.1306308333333e-05
ZECUSD,1757995200000,2.6686676388889e-05
ZECUSD,1757998800000,4.29143e-05
